epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,13367.3,0.41685,0.67665,1.37797,0.78485,0.69577,0.76062,0.67156,0.38283,0.92024,1.33412,0.00230616,0.00230616,0.00230616
182,13439.7,0.42476,0.66941,1.37858,0.8118,0.67943,0.76387,0.67612,0.3828,0.9266,1.33225,0.00228786,0.00228786,0.00228786
183,13515.1,0.41879,0.6614,1.37502,0.84592,0.65012,0.75495,0.67195,0.3842,0.94573,1.33534,0.00226956,0.00226956,0.00226956
184,13587.7,0.42362,0.66938,1.38976,0.81499,0.67959,0.75465,0.66963,0.38608,0.94361,1.3345,0.00225126,0.00225126,0.00225126
185,13660.1,0.42012,0.66111,1.38159,0.80808,0.67892,0.75882,0.674,0.38537,0.93809,1.33314,0.00223296,0.00223296,0.00223296
186,13732.6,0.4054,0.6351,1.36812,0.80199,0.68767,0.75932,0.67051,0.38488,0.92984,1.33635,0.00221466,0.00221466,0.00221466
187,13804.9,0.41686,0.65066,1.37212,0.76388,0.69853,0.75266,0.66404,0.38402,0.93117,1.33822,0.00219636,0.00219636,0.00219636
188,13877.4,0.41615,0.64617,1.3751,0.85087,0.64111,0.74772,0.66,0.3852,0.94251,1.34014,0.00217806,0.00217806,0.00217806
189,13950.2,0.41527,0.65219,1.38788,0.85298,0.64399,0.75075,0.66128,0.38469,0.9418,1.33951,0.00215977,0.00215977,0.00215977
190,14023,0.4098,0.6381,1.37454,0.81891,0.65218,0.749,0.66437,0.38272,0.93293,1.33598,0.00214147,0.00214147,0.00214147
191,14096,0.41228,0.6383,1.3811,0.79521,0.67561,0.75502,0.66505,0.38404,0.92352,1.33811,0.00212317,0.00212317,0.00212317
192,14168.6,0.40646,0.62789,1.36727,0.80314,0.67568,0.75511,0.6689,0.38422,0.92946,1.33842,0.00210487,0.00210487,0.00210487
193,14241.1,0.40812,0.6363,1.36625,0.7978,0.67917,0.75258,0.66506,0.38303,0.92865,1.33654,0.00208657,0.00208657,0.00208657
194,14313.6,0.40017,0.60599,1.36182,0.81894,0.67704,0.75597,0.66557,0.3816,0.92112,1.33566,0.00206827,0.00206827,0.00206827
195,14386.2,0.39705,0.61198,1.35021,0.83992,0.66294,0.75438,0.66472,0.37901,0.91572,1.33574,0.00204997,0.00204997,0.00204997
196,14458.9,0.40952,0.63261,1.36755,0.80963,0.68002,0.75473,0.66905,0.37832,0.92389,1.33824,0.00203167,0.00203167,0.00203167
197,14531.2,0.40929,0.62465,1.36044,0.8029,0.68299,0.75496,0.66764,0.37632,0.919,1.33403,0.00201337,0.00201337,0.00201337
